sample_HFS146-resub	sample_HFS147	sample_HFS148	sample_HFS149	sample_HFS150	sample_HFS191	sample_HFS192	sample_HFS193	sample_HFS194	sample_HFS258	sample_HFS259	sample_HFS260	sample_HFS261	sample_HFS262	sample_HFS298	sample_HFS299	sample_HFS300	sample_HFS301	sample_HFS302	sample_HFS338	sample_HFS339	sample_HFS340	sample_HFS341	sample_HFS342-resub
LOC129404435	2.61969	2.82377	1.3396	1.68381	1.24827	1.5784	4.43883	1.0709	3.97116	1.30253	0.884762	0.561592	1.6968	4.07521	2.12494	1.53183	2.17129	1.3262	0.660717	1.21059	1.24711	1.26266	2.2892	1.81901
LOC129404437	0.666899	0.915647	0.804978	0.943285	2.64474	0.134111	0.749126	0.761278	1.02002	0.730642	1.25215	0.466614	1.3997	1.70311	3.14541	1.25011	2.96386	1.33884	0.506453	0.583998	0.52012	1.95581	0.638678	0.515812
LOC129404438	30.2241	43.7959	25.7915	15.7489	27.4166	28.8961	15.9568	26.6022	14.7995	20.3154	44.7761	22.4422	21.9486	24.1161	26.7874	22.2319	31.7082	22.7444	31.7132	22.9083	24.9223	20.0172	33.051	18.4587
LOC129404441	10.1414	4.71956	7.97603	9.37431	8.90292	10.2719	6.01966	8.39765	5.11395	13.1085	9.73911	6.7823	4.61459	8.75356	9.39212	6.03746	9.50285	6.82192	10.3526	6.83991	6.02199	6.43343	10.0794	8.20475
LOC129404442	4.62151	8.771	4.621	25.9939	6.97028	2.50694	2.86218	5.10816	14.8931	64.1123	8.38237	7.5599	8.06138	4.95094	6.49685	6.42843	8.07886	3.28656	4.02649	4.2985	2.70094	6.38253	4.79371	3.65142
LOC129404443	0.190574	0.382298	0.591195	0.208707	18.8191	0.98026	26.036	3.38529	9.42564	23.8396	3.15815	10.1525	18.8759	0.363116	0.935606	0	27.3183	3.08125	1.63862	0.171358	0.844093	5.80478	0.309874	3.95834
LOC129404444	0	0.647857	0.66772	1.64821	2.31114	0.442717	0.673527	0.448935	1.87921	0.655855	0.417841	0	0.603357	0	0	1.47967	1.03949	0.183175	0.184975	0.193413	0.190669	0.172307	0.350132	0.278921
LOC129404445	1.03341	0	6.46734	1.13696	10.0865	0	5.51035	0	6.19396	6.24863	0	18.5227	0.980843	0	4.09807	0	13.8439	4.53878	0.89935	0	0.917322	0.827748	0.855088	0.677296
LOC129404446	7.20744	3.62932	3.74257	4.69743	3.63945	3.95273	4.71745	2.59339	4.16706	3.90044	2.41087	1.65288	7.6085	3.873	5.76768	3.9912	4.58078	6.15772	2.71959	2.84404	3.60442	4.16195	2.94362	3.80927
LOC129404447	1.68116	2.97058	2.22491	2.49671	1.68589	1.96906	3.25374	4.42011	3.08825	1.94392	3.89532	1.62062	3.81135	2.45282	2.69793	2.44497	4.66595	2.24807	4.74566	3.57985	2.30289	3.52819	1.65315	5.83371
LOC129404448	0	0	0	0	0.216439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163909	0
LOC129404449	37.061	74.958	78.4408	101.075	111.078	43.1083	60.3912	73.6155	23.6342	66.642	96.3118	139.902	89.4575	77.4668	28.0038	126.038	167.989	81.9259	92.6282	26.5852	71.6275	50.8895	63.1324	166.873
LOC129404450	860.066	823.852	740.643	780.312	739.002	909.22	1043.05	1084.43	894.535	1086.82	1101.57	1260.23	1098.77	1175.75	886.583	909.639	1161.37	854.214	1137.7	1137.37	968.434	1057.06	1131.03	1206.33
LOC129404451	1.11423	0.436893	0.675382	0.952467	1.21533	2.91038	2.25865	0.681073	1.90034	0.662863	1.26735	1.19953	1.01724	1.45096	0.640669	0.427448	1.47149	0.555765	3.5539	0.586876	0.192792	1.21994	0.708348	0.846284
LOC129404453	1.1901	0.599789	1.85405	2.28934	0	0	0.627345	0.312615	0.291128	0.604925	0.289036	0.263737	0.279609	0.853673	0.880568	0	2.01259	0.255504	0.257257	0	0.26492	0.47905	0.731922	0.387464
LOC129404454	1.21057	4.4933	2.01419	3.15144	0.859245	2.55078	1.65738	5.64725	1.13345	0.792308	1.32803	1.65312	3.47899	2.62349	1.41154	6.02034	1.1314	2.05056	0.669849	1.24404	1.4231	1.24864	3.20645	3.58009
LOC129404455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.1194	0	17.5116	0	0	0	0.00639015	0
LOC129404457	0	0	2.98361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.59309	0	0	0	0
LOC129404473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.233	0	0	0	0	0	0	0
LOC129404476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404478	0	4.89394	0	0	5.25867	0	5.19911	0	4.96542	0	0	0	0	2.35916	0	0	6.68412	4.22752	0	0	0	0	0	0
LOC129404483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.6084	0	0	0	0	0	0	0
LOC129404496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404499	0	2.08992	0	8.94589e-06	0	24.2582	139.774	0	0	5.46467	6.80589	0.0301222	44.7888	0	0	0	0	142.213	0	4.0611	3.95116	0	0	10.6041
LOC129404500	7.81746	7.74285	12.3037	8.94589e-06	9.0163	3.87273	0	9.525	7.45235	5.46467	6.80589	0.0301222	5.47924	0	6.68648	0.150597	0	0	0	4.0611	3.95116	9.96594	0	10.6041
LOC129404501	7.81746	7.74285	12.3037	8.94589e-06	9.0163	3.87273	0	9.525	7.45235	5.46467	6.80589	0.0301222	5.47924	0	6.68648	0.150597	0	0	0	4.0611	3.95116	9.96594	0	10.6041
LOC129404502	7.81746	7.74285	12.3037	8.94589e-06	9.0163	3.87273	0	9.525	7.45235	5.46467	6.80589	0.0301222	5.47924	0	6.68648	0.150597	0	0	0	4.0611	3.95116	9.96594	0	10.6041
LOC129404503	0	0	0	0	0	0	0	7.62631	0	0	0	3.52866	0	0	0	0	8.43593	0	0	0	2.67386	0	0	0
LOC129404504	0	0	0	0	0	0	0	7.62631	0	0	0	3.52866	0	0	0	0	8.43593	0	0	0	2.67386	0	0	0
LOC129404505	0	0	0	8.94589e-06	0	0	0	0	0	5.46467	0	0.0301222	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.08501	0	0	0	0	0	0
LOC129404507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56995	0	0	0
LOC129404508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404509	0	0	9.51431	0	0	0	0	0	0	0	0	12.1172	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.57591	0
LOC129404514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404515	0	9.55798	0	0	13.3445	0	0	0	0	0	0	0	7.732	0	0	11.3562	0	0	0	0	0	18.4383	9.19594	0
LOC129404516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.05472	0	0	0	0	0	0	0	0	0
LOC129404519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404526	7.00111	0	0	9.32774	24.7818	0	0	0	0	0	0	0	0	0	22.448	0	7.40961	12.169	11.1917	5.05606	0	0	0	0
LOC129404527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404532	0	0	0	0	0	0	0	0	0	0	7.43121	0	11.6458	13.9819	0	0	0	0	0	0	5.21743	0	0	0
LOC129404533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404534	0	0	0	0	0	0	0	0	0	0	0	0	0	6.97138	0	0	0	0	0	0	0	0	0	0
LOC129404535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.1518	0
LOC129404536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.8192	0	0	0	0	0	0	0
LOC129404540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404541	21.0033	0	15.5626	0	0	30.6892	14.2267	0	25.3719	15.6583	21.3019	0	11.1597	41.8283	0	7.49927	0	0	0	0	25.6995	0	0	4.92772
LOC129404542	0	0	7.26152	0	0	0	0	0	0	0	0	0	0	0	0	0	21.2425	0	0	0	0	0	0	0
LOC129404543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404547	0	0	0	0	0	0	7.11336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404565	0	0	0	0	0	0	0	0	0	0	0	0	0	6.70198	7.48505	0	29.3147	0	0	0	0	0	0	0
LOC129404566	0	0	0	0	0	0	0	0	0	0	0	0	5.57985	0	0	0	0	0	0	0	0	0	0	4.92772
LOC129404567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.807	0	0	0	0	0	0	0
LOC129404570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76359
LOC129404573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.26564	0	0	0	0	0	0	0
LOC129404575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.32868	0	0	0	0	0	0	0
LOC129404578	0	0	0	0	0	22.6565	0	0	12.2851	7.74955	0	0	0	0	7.33258	0	0	0	0	0	0	0	0	0
LOC129404579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.46197	0	0	0	0	0	0	0	0	0
LOC129404584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0481	0	0	5.04632	0	0	4.85731
LOC129404585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404586	0	0	0	0	0	0	0	0	0	0	0	9.4046	0	0	0	0	0	11.8488	5.71646	4.89326	9.99616	10.8557	0	0
LOC129404587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404603	0	6.93614	0	0	8.16862	0	27.8317	0	0	0	0	9.49708	0	0	14.9744	0	0	5.78673	5.6126	4.97712	0	10.7198	0	0
LOC129404604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404614	0	0	0	6.01579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.9505	0	0	0	0	0	0	0
LOC129404616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404622	0	0	0	0	0	0	0	10.0984	0	0	0	0	0	0	0	0	8.34166	0	3.91784	0	0	0	0	0
LOC129404623	4.30376	18.3596	49.5569	10.1421	15.1319	18.5187	24.1375	34.7186	0	13.9138	4.80813	27.3259	12.9698	0	0	9.16421	24.5248	19.3177	11.6313	8.20332	0	24.1224	7.8555	11.6501
LOC129404624	4.53249	0	0	0	5.28654	9.7239	0	0	4.71114	0	0	0	17.9575	0	14.1916	0	0	4.00941	0	0	4.1681	0	0	6.06511
LOC129404625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.78886
LOC129404635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404640	0	0	0	0	0	0	0	0	0	0	0	18.445	0	0	0	0	0	0	0	5.08406	0	0	0	0
LOC129404642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3642	0	0	0	0	0
LOC129404646	0	11.6564	6.417	6.45515	20.32	0	0	6.62605	17.0403	6.15975	0	0	10.4169	16.5127	0	0	0	9.70472	0	9.95872	0	0	58.0311	0
LOC129404647	5.69921	0	34.5413	0	0	6.28733	0	0	0	6.64485	0	0	0	5.95348	12.0061	0	0	10.2398	0	0	0	17.5923	5.11924	12.093
LOC129404648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404654	0	10.8192	4.47762	0	5.77028	0	0	12.2582	8.53339	0	0	15.5642	17.003	4.79271	0	0	5.27094	8.62584	0	0	0	3.90015	0	7.32066
LOC129404655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404657	11.9056	25.3889	0	28.3452	29.9785	0	13.1482	14.3117	6.14024	13.7465	20.2054	47.2981	11.007	18.9742	18.6578	0	17.4373	5.37644	26.0517	31.8177	10.4249	9.09506	15.7883	12.473
LOC129404658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404660	6.27322	0	8.81107	5.86587	0	0	0	5.85686	0	0	0	14.9354	0	4.31222	10.8765	21.7148	10.0965	4.39319	3.93867	0	0	4.05749	12.2596	0
LOC129404662	24.8334	21.5624	8.53484	17.7052	0	29.7334	25.9255	18.4156	9.14292	6.84098	5.23246	61.6937	26.5184	28.095	5.53877	0	41.023	38.8444	47.9246	3.5997	37.9272	15.8502	16.4351	6.397
LOC129404663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404665	3.62185	0	0	0	0	0	4.01465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.54982	0	10.0187	0	5.06674	0	0	0
LOC129404667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404673	0	11.9772	0	0	7.20948	6.28733	0	6.90406	0	13.2897	0	0	0	0	0	0	0	0	5.00934	0	0	4.39807	0	4.03099
LOC129404674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404675	0	0	0	0	0	0	0	0	0	0	0	0	0	11.1954	0	0	0	0	0	0	0	0	0	0
LOC129404676	5.95281	0	0	21.2589	22.4839	19.7215	65.7411	7.15585	6.14024	20.6197	20.2054	33.7844	11.007	25.2989	18.6578	0	5.81242	0	0	0	5.21246	9.09506	31.5765	12.473
LOC129404677	5.95281	0	7.12048	0	7.49463	0	6.57411	0	0	0	0	0	0	0	12.4386	0	0	0	0	0	0	0	0	0
LOC129404678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.23437
LOC129404680	0	22.1166	11.7911	6.04439	6.19296	0	11.4839	18.2416	5.38645	16.9266	5.72495	33.1482	10.0298	0	16.4687	21.5228	4.91029	13.6269	4.58203	23.7713	14.0033	8.12716	13.961	34.9076
LOC129404681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404682	0	0	0	0	29.9785	0	0	0	6.14024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404683	0	6.26763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404684	0	0	7.20045	0	0	0	6.64557	14.7671	12.3607	0	0	27.4809	0	0	6.32401	0	0	0	5.24028	0	0	0	0	4.20503
LOC129404685	17.3297	36.7809	6.92738	6.93882	7.33561	12.7147	0	21.1181	5.94679	0	0	19.4521	59.6784	6.04856	55.1172	6.19119	22.6584	0	25.3293	0	66.3288	22.251	30.7485	4.04607
LOC129404686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404689	0	0	0	0	0	0	4.11963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404691	31.4273	20.0875	0	14.9147	15.9623	7.04477	47.9759	15.3499	12.862	43.3488	7.14547	50.8079	22.4541	71.078	12.9577	0	0	28.0668	37.7655	0	0	33.8687	37.1793	17.619
LOC129404692	0	5.73239	0	6.27069	0	17.1061	0	0	11.1388	0	0	5.72658	10.2198	5.34987	0	0	5.04928	23.4075	0	0	14.2495	12.4548	0	7.22795
LOC129404693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404696	0	0	0	13.6614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404701	0	0	0	0	0	0	0	0	6.55046	0	0	0	0	6.4616	0	0	6.258	0	0	0	0	0	0	0
LOC129404705	0	0	0	7.45735	0	28.1791	6.85369	0	0	14.4496	0	7.25827	16.8406	0	6.47883	0	18.7104	16.8401	0	5.51373	16.4099	0	5.31133	4.40474
LOC129404706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404712	0	0	0	0	0	0	0	6.90406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129404716	6.53498	0	0	0	0	0	21.566	0	0	0	0	0	0	0	6.72115	0	0	5.64245	0	0	0	0	10.761	0
